id_persona_hash,fecha,unidad_negocio,curso_id,habilidad,estado_certificacion,ticket_id,tiempo_resolucion_horas,c,r,p,version_modelo
9c52d1f4e4567b92bb30e2812acea7f61f9718df480fef0a4c8084fd9d54a3ae,2026-05-05,Unidad_A,CURSO_09,Soporte,vigente,TKT_SYN_00017,23.78,0.878,0.947,0.086,1.0.0
d9f5f979455f0729e2559d4beda910a061322acd7ca52887d3dc1f69753f1c87,2026-02-24,Unidad_C,CURSO_12,Soporte,no_aplica,TKT_SYN_00018,13.39,0.265,0.872,0.423,1.0.0
71a51bddf13e2630b65648e60fe39eb016f399dd2b5855a94cefa149ca20f2e9,2026-08-19,Unidad_C,CURSO_08,Analitica,vigente,TKT_SYN_00019,44.01,0.399,0.672,0.373,1.0.0
cdedce2e48bc951a2bf80ff87d9921582d1aa754b7d64f727bf27d48182ed525,2026-01-16,Unidad_A,CURSO_02,Analitica,vencida,TKT_SYN_00020,54.56,0.588,0.007,0.708,1.0.0
ceb7c50e4c7c344f0c37e51cf63a7b7547fc0987acacb97e11aeeaf7ec2da137,2026-05-19,Unidad_A,CURSO_12,Datos,vigente,TKT_SYN_00021,47.48,0.514,0.278,0.485,1.0.0
a01f3716e24649a88bb31dce5dc0978d5a8ed5a06e502f209175be8ebe8d0c71,2026-04-16,Unidad_B,CURSO_12,Analitica,no_aplica,TKT_SYN_00022,17.18,0.094,0.659,0.354,1.0.0
9404a6962a4c40de6e99afdee66a89be77ba0e118f1f7729f63a12d648d96bc5,2026-01-28,Unidad_A,CURSO_04,Soporte,no_aplica,TKT_SYN_00023,28.1,0.061,0.728,0.801,1.0.0
7653677738639a0a5800d7852c0f543f471725ec038aaaadfc435ddab4096cea,2026-07-26,Unidad_C,CURSO_02,Analitica,no_aplica,TKT_SYN_00024,46.65,0.463,0.874,0.075,1.0.0
8ce8151ec782be278af8af9f43f305d8d9ac0d285168b9ee8efe25a568d40315,2026-08-06,Unidad_A,CURSO_03,Datos,vencida,TKT_SYN_00025,14.19,0.836,0.969,0.926,1.0.0
ddd8054acb42be81fa3a465730bebf7601dc5e259a1882ed4d39c4be5003c595,2026-08-26,Unidad_B,CURSO_05,Datos,no_aplica,TKT_SYN_00026,45.27,0.165,0.002,0.39,1.0.0
9704e067982c58732d729d9387523a6e95079ba3ec056d667fbf73b9e7cf2b5c,2026-05-29,Unidad_C,CURSO_09,Analitica,no_aplica,TKT_SYN_00027,40.25,0.155,0.297,0.969,1.0.0
aebc34e0fe4ea544c7695c9628ea9e16185cbf5ee5e4895b806ee46c2cca3164,2026-05-11,Unidad_A,CURSO_03,Analitica,no_aplica,TKT_SYN_00028,46.14,0.503,0.853,0.157,1.0.0
ceb7c50e4c7c344f0c37e51cf63a7b7547fc0987acacb97e11aeeaf7ec2da137,2026-08-16,Unidad_C,CURSO_04,Analitica,no_aplica,TKT_SYN_00029,59.83,0.675,0.235,0.12,1.0.0
a0a48d9e722caf5de2adbcb2e622f0c5b451335a1718f0a7800c352911a67564,2026-03-22,Unidad_A,CURSO_05,Datos,vigente,TKT_SYN_00030,52.09,0.316,0.261,0.67,1.0.0
71a51bddf13e2630b65648e60fe39eb016f399dd2b5855a94cefa149ca20f2e9,2026-01-03,Unidad_B,CURSO_10,Analitica,vigente,TKT_SYN_00031,25.84,0.457,0.929,0.936,1.0.0
fe441b9825b209acf6d369fa30a8ae2f7813aa822c65d41d417be911eefe1154,2026-04-05,Unidad_B,CURSO_03,Datos,no_aplica,TKT_SYN_00032,38.11,0.933,0.881,0.879,1.0.0
71a51bddf13e2630b65648e60fe39eb016f399dd2b5855a94cefa149ca20f2e9,2026-01-03,Unidad_C,CURSO_09,Procesos,no_aplica,TKT_SYN_00033,64.85,0.612,0.987,0.654,1.0.0
8cfc2574c69eb38e0c34c94a08757c18b33db6a37175ee993fbe5d5790ceb84c,2026-03-11,Unidad_B,CURSO_10,Soporte,no_aplica,TKT_SYN_00034,59.4,0.115,0.107,0.553,1.0.0
0baac3a7794f75754aec885a8808a3a40c39d19f3a4b998c6ab031753bd9fbe9,2026-05-06,Unidad_B,CURSO_01,Analitica,no_aplica,TKT_SYN_00035,32.01,0.204,0.634,0.264,1.0.0
1b999995f9e8d4013fdb40ae74527527ee9303e0c6bba086eb201e2cb9188dc9,2026-02-11,Unidad_C,CURSO_08,Datos,no_aplica,TKT_SYN_00036,47.21,0.334,0.131,0.98,1.0.0
1b999995f9e8d4013fdb40ae74527527ee9303e0c6bba086eb201e2cb9188dc9,2026-02-08,Unidad_C,CURSO_01,Procesos,no_aplica,TKT_SYN_00037,27.96,0.112,0.945,0.691,1.0.0
8b4042203b0ec4cbfd4dfe00b7accc6d95b96d7a2a48edea59e3c1730d1e1e1b,2026-08-09,Unidad_A,CURSO_06,Soporte,no_aplica,TKT_SYN_00038,37.19,0.308,0.899,0.796,1.0.0
9c52d1f4e4567b92bb30e2812acea7f61f9718df480fef0a4c8084fd9d54a3ae,2026-08-12,Unidad_B,CURSO_10,Soporte,vigente,TKT_SYN_00039,67.24,0.667,0.354,0.56,1.0.0
52cc86bc578719d74fcf19c3ba6edf69e7c5672712f57d9bacb0dd31dc1cf727,2026-03-27,Unidad_B,CURSO_11,Soporte,vencida,TKT_SYN_00040,13.22,0.881,0.025,0.737,1.0.0
d9f5f979455f0729e2559d4beda910a061322acd7ca52887d3dc1f69753f1c87,2026-08-08,Unidad_B,CURSO_04,Soporte,vencida,TKT_SYN_00041,26.79,0.787,0.108,0.872,1.0.0
cdedce2e48bc951a2bf80ff87d9921582d1aa754b7d64f727bf27d48182ed525,2026-03-13,Unidad_A,CURSO_05,Procesos,no_aplica,TKT_SYN_00042,63.03,0.223,0.66,0.398,1.0.0
0a1c202f5d91e99e82d56f7404456773fe5b2383fab0dd8ec14556a5c35ccd93,2026-08-29,Unidad_A,CURSO_02,Procesos,vigente,TKT_SYN_00043,6.91,0.4,0.981,0.536,1.0.0
8b4042203b0ec4cbfd4dfe00b7accc6d95b96d7a2a48edea59e3c1730d1e1e1b,2026-03-22,Unidad_B,CURSO_10,Analitica,vencida,TKT_SYN_00044,22.54,0.108,0.435,0.729,1.0.0
a01f3716e24649a88bb31dce5dc0978d5a8ed5a06e502f209175be8ebe8d0c71,2026-08-25,Unidad_C,CURSO_11,Soporte,vencida,TKT_SYN_00045,10.99,0.255,0.709,0.002,1.0.0
0baac3a7794f75754aec885a8808a3a40c39d19f3a4b998c6ab031753bd9fbe9,2026-08-19,Unidad_B,CURSO_09,Procesos,no_aplica,TKT_SYN_00046,56.28,0.623,0.663,0.125,1.0.0
e0e9c5921f66c6c8b3bed44cd02d06190ab7b274ed46449aae6ba944a529c5be,2026-02-19,Unidad_B,CURSO_11,Datos,no_aplica,TKT_SYN_00047,41.9,0.326,0.697,0.554,1.0.0
71a51bddf13e2630b65648e60fe39eb016f399dd2b5855a94cefa149ca20f2e9,2026-02-23,Unidad_B,CURSO_10,Procesos,vencida,TKT_SYN_00048,33.34,0.406,0.834,0.304,1.0.0
e9aa75670169b0eb07633a23d1f0e0dda296a192517c7b43eb1cfd9ab67b9d32,2026-08-19,Unidad_C,CURSO_03,Analitica,vencida,TKT_SYN_00049,22.27,0.442,0.214,0.473,1.0.0
0baac3a7794f75754aec885a8808a3a40c39d19f3a4b998c6ab031753bd9fbe9,2026-03-21,Unidad_A,CURSO_04,Soporte,vigente,TKT_SYN_00050,40.08,0.093,0.952,0.235,1.0.0
8b4042203b0ec4cbfd4dfe00b7accc6d95b96d7a2a48edea59e3c1730d1e1e1b,2026-01-19,Unidad_B,CURSO_07,Soporte,no_aplica,TKT_SYN_00051,36.59,0.245,0.475,0.85,1.0.0
9c52d1f4e4567b92bb30e2812acea7f61f9718df480fef0a4c8084fd9d54a3ae,2026-08-09,Unidad_A,CURSO_07,Soporte,vigente,TKT_SYN_00052,26.57,0.148,0.688,0.893,1.0.0
a0a48d9e722caf5de2adbcb2e622f0c5b451335a1718f0a7800c352911a67564,2026-02-01,Unidad_B,CURSO_03,Datos,no_aplica,TKT_SYN_00053,24.43,0.465,0.557,0.917,1.0.0
4da5fe194e67437dbfec5f014eb72b5b21ccdfb6dd04e34ecfc46452d9ae1fd5,2026-07-04,Unidad_C,CURSO_07,Datos,vigente,TKT_SYN_00054,38.52,0.95,0.891,0.613,1.0.0
aebc34e0fe4ea544c7695c9628ea9e16185cbf5ee5e4895b806ee46c2cca3164,2026-03-12,Unidad_C,CURSO_08,Soporte,vencida,TKT_SYN_00055,21.42,0.45,0.752,0.84,1.0.0
9c52d1f4e4567b92bb30e2812acea7f61f9718df480fef0a4c8084fd9d54a3ae,2026-02-05,Unidad_A,CURSO_04,Datos,no_aplica,TKT_SYN_00056,50.17,0.272,0.32,0.54,1.0.0
19af4c345ff492cb116ee76ec1ee042265b51084728ba28882f8a78a44e921cd,2026-05-19,Unidad_B,CURSO_07,Analitica,vigente,TKT_SYN_00057,48.92,0.706,0.064,0.408,1.0.0
f4ad33b83b6c48dc34f483eb4ecf269a8c938f16f8bfa002ed2d60615a40eeba,2026-01-02,Unidad_B,CURSO_05,Datos,vencida,TKT_SYN_00058,29.94,0.857,0.766,0.38,1.0.0
8ce8151ec782be278af8af9f43f305d8d9ac0d285168b9ee8efe25a568d40315,2026-02-26,Unidad_B,CURSO_04,Procesos,vencida,TKT_SYN_00059,28.16,0.748,0.546,0.603,1.0.0
698f2127843e0838dc23e5ee825eeee467e7b552f0144a1d6c990395076c25af,2026-06-09,Unidad_C,CURSO_01,Datos,no_aplica,TKT_SYN_00060,43.25,0.724,0.841,0.92,1.0.0
f4ad33b83b6c48dc34f483eb4ecf269a8c938f16f8bfa002ed2d60615a40eeba,2026-02-16,Unidad_A,CURSO_05,Datos,vencida,TKT_SYN_00061,44.97,0.084,0.429,0.867,1.0.0
11bfb512d3f02cb423ff5259c95e3f5b338695fc221312ffd0e109ee3712b670,2026-08-02,Unidad_A,CURSO_08,Analitica,no_aplica,TKT_SYN_00062,54.1,0.278,0.951,0.422,1.0.0
8ce8151ec782be278af8af9f43f305d8d9ac0d285168b9ee8efe25a568d40315,2026-01-18,Unidad_C,CURSO_01,Analitica,vigente,TKT_SYN_00063,42.89,0.052,0.952,0.224,1.0.0
19af4c345ff492cb116ee76ec1ee042265b51084728ba28882f8a78a44e921cd,2026-02-25,Unidad_B,CURSO_12,Procesos,vencida,TKT_SYN_00064,44.7,0.239,0.474,0.114,1.0.0
d9f5f979455f0729e2559d4beda910a061322acd7ca52887d3dc1f69753f1c87,2026-07-19,Unidad_A,CURSO_05,Analitica,no_aplica,TKT_SYN_00065,53.95,0.606,0.964,0.718,1.0.0
11bfb512d3f02cb423ff5259c95e3f5b338695fc221312ffd0e109ee3712b670,2026-06-26,Unidad_C,CURSO_04,Analitica,no_aplica,TKT_SYN_00066,43.94,0.397,0.715,0.076,1.0.0
71a51bddf13e2630b65648e60fe39eb016f399dd2b5855a94cefa149ca20f2e9,2026-05-25,Unidad_A,CURSO_06,Datos,no_aplica,TKT_SYN_00067,30.58,0.85,0.6,0.121,1.0.0
0baac3a7794f75754aec885a8808a3a40c39d19f3a4b998c6ab031753bd9fbe9,2026-04-21,Unidad_B,CURSO_11,Datos,no_aplica,TKT_SYN_00068,54.08,0.013,0.42,0.49,1.0.0
19af4c345ff492cb116ee76ec1ee042265b51084728ba28882f8a78a44e921cd,2026-03-11,Unidad_C,CURSO_09,Datos,vencida,TKT_SYN_00069,21.15,0.435,0.734,0.965,1.0.0
7653677738639a0a5800d7852c0f543f471725ec038aaaadfc435ddab4096cea,2026-03-13,Unidad_B,CURSO_04,Datos,no_aplica,TKT_SYN_00070,50.94,0.322,0.245,0.935,1.0.0
11bfb512d3f02cb423ff5259c95e3f5b338695fc221312ffd0e109ee3712b670,2026-05-05,Unidad_A,CURSO_06,Procesos,vencida,TKT_SYN_00071,38.51,0.336,0.494,0.325,1.0.0
7653677738639a0a5800d7852c0f543f471725ec038aaaadfc435ddab4096cea,2026-03-03,Unidad_C,CURSO_07,Datos,no_aplica,TKT_SYN_00072,60.53,0.556,0.517,0.191,1.0.0
9c52d1f4e4567b92bb30e2812acea7f61f9718df480fef0a4c8084fd9d54a3ae,2026-07-22,Unidad_A,CURSO_02,Procesos,vigente,TKT_SYN_00073,33.38,0.691,0.646,0.491,1.0.0
cf43e69efdc77e417b53763879391a6f5651279222713cf23626b3f2cbf6b299,2026-07-10,Unidad_C,CURSO_06,Procesos,no_aplica,TKT_SYN_00074,47.91,0.473,0.531,0.426,1.0.0
4199a863fba907492f4fe9c9a93947089363dd98e3053e9f25b68c934b909106,2026-02-19,Unidad_B,CURSO_02,Soporte,vigente,TKT_SYN_00075,45.38,0.271,0.251,0.121,1.0.0
a0a48d9e722caf5de2adbcb2e622f0c5b451335a1718f0a7800c352911a67564,2026-03-17,Unidad_A,CURSO_06,Soporte,vencida,TKT_SYN_00076,57.75,0.597,0.981,0.833,1.0.0
1b999995f9e8d4013fdb40ae74527527ee9303e0c6bba086eb201e2cb9188dc9,2026-01-14,Unidad_C,CURSO_05,Soporte,no_aplica,TKT_SYN_00077,53.02,0.708,0.127,0.046,1.0.0
1b999995f9e8d4013fdb40ae74527527ee9303e0c6bba086eb201e2cb9188dc9,2026-02-17,Unidad_A,CURSO_05,Datos,vigente,TKT_SYN_00078,30.03,0.574,0.469,0.44,1.0.0
ceb7c50e4c7c344f0c37e51cf63a7b7547fc0987acacb97e11aeeaf7ec2da137,2026-01-14,Unidad_A,CURSO_03,Procesos,vigente,TKT_SYN_00079,49.02,0.401,0.074,0.629,1.0.0
e0e9c5921f66c6c8b3bed44cd02d06190ab7b274ed46449aae6ba944a529c5be,2026-05-14,Unidad_B,CURSO_08,Datos,vencida,TKT_SYN_00080,41.73,0.606,0.791,0.226,1.0.0
451cdc2dbc66898e7176bac983dd9e77a3f6cd56e5a51bd2b88696815b145460,2026-07-09,Unidad_A,CURSO_04,Soporte,vencida,TKT_SYN_00081,37.63,0.305,0.621,0.61,1.0.0
52cc86bc578719d74fcf19c3ba6edf69e7c5672712f57d9bacb0dd31dc1cf727,2026-06-26,Unidad_C,CURSO_08,Procesos,vigente,TKT_SYN_00082,35.08,0.552,0.157,0.409,1.0.0
cdedce2e48bc951a2bf80ff87d9921582d1aa754b7d64f727bf27d48182ed525,2026-01-19,Unidad_C,CURSO_04,Procesos,no_aplica,TKT_SYN_00083,20.64,0.288,0.283,0.86,1.0.0
a01f3716e24649a88bb31dce5dc0978d5a8ed5a06e502f209175be8ebe8d0c71,2026-08-21,Unidad_B,CURSO_03,Analitica,vigente,TKT_SYN_00084,28.49,0.425,0.545,0.648,1.0.0
d9f5f979455f0729e2559d4beda910a061322acd7ca52887d3dc1f69753f1c87,2026-08-24,Unidad_B,CURSO_08,Analitica,vencida,TKT_SYN_00085,33.84,0.793,0.595,0.824,1.0.0
7653677738639a0a5800d7852c0f543f471725ec038aaaadfc435ddab4096cea,2026-01-11,Unidad_B,CURSO_12,Procesos,no_aplica,TKT_SYN_00086,21.88,0.5,0.494,0.08,1.0.0
8cfc2574c69eb38e0c34c94a08757c18b33db6a37175ee993fbe5d5790ceb84c,2026-08-09,Unidad_C,CURSO_10,Analitica,no_aplica,TKT_SYN_00087,49.96,0.026,0.229,0.674,1.0.0
52cc86bc578719d74fcf19c3ba6edf69e7c5672712f57d9bacb0dd31dc1cf727,2026-02-16,Unidad_C,CURSO_07,Datos,vigente,TKT_SYN_00088,25.47,0.471,0.652,0.916,1.0.0
aebc34e0fe4ea544c7695c9628ea9e16185cbf5ee5e4895b806ee46c2cca3164,2026-08-08,Unidad_A,CURSO_06,Datos,no_aplica,TKT_SYN_00089,21.37,0.348,0.333,0.67,1.0.0
698f2127843e0838dc23e5ee825eeee467e7b552f0144a1d6c990395076c25af,2026-03-22,Unidad_B,CURSO_06,Analitica,vencida,TKT_SYN_00090,42.59,0.814,0.55,0.455,1.0.0
0a1c202f5d91e99e82d56f7404456773fe5b2383fab0dd8ec14556a5c35ccd93,2026-04-29,Unidad_B,CURSO_01,Soporte,no_aplica,TKT_SYN_00091,26.8,0.825,0.001,0.869,1.0.0
e9aa75670169b0eb07633a23d1f0e0dda296a192517c7b43eb1cfd9ab67b9d32,2026-08-26,Unidad_B,CURSO_08,Datos,vigente,TKT_SYN_00092,59.96,0.76,0.204,0.549,1.0.0
f4ad33b83b6c48dc34f483eb4ecf269a8c938f16f8bfa002ed2d60615a40eeba,2026-02-10,Unidad_B,CURSO_09,Analitica,no_aplica,TKT_SYN_00093,33.63,0.973,0.609,0.239,1.0.0
2a86f1af30b0ecc44435d48f904b26544d8abb6f52696e7a6d97df3b3a354420,2026-05-08,Unidad_C,CURSO_05,Procesos,vencida,TKT_SYN_00094,47.46,0.461,0.117,0.832,1.0.0
aebc34e0fe4ea544c7695c9628ea9e16185cbf5ee5e4895b806ee46c2cca3164,2026-04-09,Unidad_A,CURSO_10,Soporte,vigente,TKT_SYN_00095,37.94,0.98,0.244,0.551,1.0.0
e0e9c5921f66c6c8b3bed44cd02d06190ab7b274ed46449aae6ba944a529c5be,2026-01-01,Unidad_B,CURSO_12,Procesos,no_aplica,TKT_SYN_00096,66.4,0.34,0.788,0.267,1.0.0
9704e067982c58732d729d9387523a6e95079ba3ec056d667fbf73b9e7cf2b5c,2026-03-27,Unidad_C,CURSO_09,Datos,vencida,TKT_SYN_00097,67.78,0.865,0.447,0.484,1.0.0
9c52d1f4e4567b92bb30e2812acea7f61f9718df480fef0a4c8084fd9d54a3ae,2026-01-12,Unidad_B,CURSO_12,Datos,no_aplica,TKT_SYN_00098,30.43,0.572,0.234,0.776,1.0.0
11bfb512d3f02cb423ff5259c95e3f5b338695fc221312ffd0e109ee3712b670,2026-02-08,Unidad_B,CURSO_01,Soporte,no_aplica,TKT_SYN_00099,54.28,0.386,0.664,0.821,1.0.0
9404a6962a4c40de6e99afdee66a89be77ba0e118f1f7729f63a12d648d96bc5,2026-04-27,Unidad_A,CURSO_12,Soporte,vencida,TKT_SYN_00100,39.28,0.874,0.44,0.526,1.0.0
19af4c345ff492cb116ee76ec1ee042265b51084728ba28882f8a78a44e921cd,2026-06-09,Unidad_C,CURSO_07,Analitica,vencida,TKT_SYN_00101,58.63,0.075,0.782,0.265,1.0.0
11bfb512d3f02cb423ff5259c95e3f5b338695fc221312ffd0e109ee3712b670,2026-05-05,Unidad_C,CURSO_01,Analitica,vigente,TKT_SYN_00102,19.81,0.954,0.627,0.887,1.0.0
fd934a5cc71aec0b82c0f0b120229738cb6b52dad99d6f1843157361733b5929,2026-01-26,Unidad_C,CURSO_12,Analitica,vencida,TKT_SYN_00103,47.93,0.997,0.747,0.434,1.0.0
f4ad33b83b6c48dc34f483eb4ecf269a8c938f16f8bfa002ed2d60615a40eeba,2026-04-06,Unidad_B,CURSO_03,Soporte,no_aplica,TKT_SYN_00104,52.22,0.046,0.796,0.293,1.0.0
e0e9c5921f66c6c8b3bed44cd02d06190ab7b274ed46449aae6ba944a529c5be,2026-01-21,Unidad_C,CURSO_07,Soporte,vencida,TKT_SYN_00105,48.64,0.566,0.793,0.17,1.0.0
4199a863fba907492f4fe9c9a93947089363dd98e3053e9f25b68c934b909106,2026-08-19,Unidad_B,CURSO_05,Soporte,vigente,TKT_SYN_00106,37.95,0.638,0.46,0.667,1.0.0
e9aa75670169b0eb07633a23d1f0e0dda296a192517c7b43eb1cfd9ab67b9d32,2026-04-19,Unidad_C,CURSO_05,Datos,vencida,TKT_SYN_00107,46.33,0.945,0.988,0.299,1.0.0
aebc34e0fe4ea544c7695c9628ea9e16185cbf5ee5e4895b806ee46c2cca3164,2026-03-17,Unidad_C,CURSO_05,Analitica,no_aplica,TKT_SYN_00108,55.1,0.107,0.381,0.359,1.0.0
698f2127843e0838dc23e5ee825eeee467e7b552f0144a1d6c990395076c25af,2026-07-10,Unidad_A,CURSO_10,Datos,vencida,TKT_SYN_00109,43.63,0.274,0.566,0.686,1.0.0
7d91989f0baf1be75a1c8d5ada666b55366909068df3aa14858fefe08bf05ade,2026-07-13,Unidad_C,CURSO_11,Soporte,no_aplica,TKT_SYN_00110,32.01,0.219,0.19,0.251,1.0.0
9404a6962a4c40de6e99afdee66a89be77ba0e118f1f7729f63a12d648d96bc5,2026-04-23,Unidad_A,CURSO_10,Procesos,no_aplica,TKT_SYN_00111,62.81,0.903,0.646,0.309,1.0.0
4da5fe194e67437dbfec5f014eb72b5b21ccdfb6dd04e34ecfc46452d9ae1fd5,2026-05-19,Unidad_B,CURSO_09,Procesos,vigente,TKT_SYN_00112,64.56,0.747,0.176,0.132,1.0.0
8cfc2574c69eb38e0c34c94a08757c18b33db6a37175ee993fbe5d5790ceb84c,2026-03-17,Unidad_C,CURSO_06,Analitica,vencida,TKT_SYN_00113,49.5,0.914,0.944,0.967,1.0.0
cdedce2e48bc951a2bf80ff87d9921582d1aa754b7d64f727bf27d48182ed525,2026-08-05,Unidad_C,CURSO_06,Analitica,vencida,TKT_SYN_00114,40.22,0.86,0.724,0.98,1.0.0
1b999995f9e8d4013fdb40ae74527527ee9303e0c6bba086eb201e2cb9188dc9,2026-07-11,Unidad_C,CURSO_05,Datos,no_aplica,TKT_SYN_00115,48.24,0.264,0.124,0.369,1.0.0
cdedce2e48bc951a2bf80ff87d9921582d1aa754b7d64f727bf27d48182ed525,2026-03-25,Unidad_C,CURSO_04,Analitica,no_aplica,TKT_SYN_00116,39.54,0.471,0.62,0.943,1.0.0
4199a863fba907492f4fe9c9a93947089363dd98e3053e9f25b68c934b909106,2026-02-05,Unidad_A,CURSO_01,Procesos,vencida,TKT_SYN_00117,49.64,0.909,0.302,0.408,1.0.0
8ce8151ec782be278af8af9f43f305d8d9ac0d285168b9ee8efe25a568d40315,2026-07-10,Unidad_C,CURSO_09,Datos,no_aplica,TKT_SYN_00118,48.83,0.136,0.454,0.67,1.0.0
19af4c345ff492cb116ee76ec1ee042265b51084728ba28882f8a78a44e921cd,2026-06-07,Unidad_B,CURSO_05,Analitica,no_aplica,TKT_SYN_00119,31.59,0.885,0.655,0.834,1.0.0
9c52d1f4e4567b92bb30e2812acea7f61f9718df480fef0a4c8084fd9d54a3ae,2026-05-20,Unidad_C,CURSO_06,Analitica,vencida,TKT_SYN_00120,53.01,0.855,0.099,0.686,1.0.0
